   0.000       2.376       0.000     -0.6859E-02   0.000       0.000    
  0.5000       2.376      0.4100E-02 -0.6845E-02  0.2781E-03 -0.1067E-04
   1.000       2.376      0.8200E-02 -0.6803E-02  0.5555E-03 -0.4268E-04
   1.500       2.377      0.1230E-01 -0.6732E-02  0.8312E-03 -0.9599E-04
   2.000       2.378      0.1640E-01 -0.6635E-02  0.1105E-02 -0.1706E-03
   2.500       2.379      0.2049E-01 -0.6509E-02  0.1375E-02 -0.2664E-03
   3.000       2.381      0.2459E-01 -0.6356E-02  0.1641E-02 -0.3833E-03
   3.500       2.383      0.2868E-01 -0.6176E-02  0.1903E-02 -0.5212E-03
   4.000       2.385      0.3276E-01 -0.5968E-02  0.2160E-02 -0.6801E-03
   4.500       2.387      0.3685E-01 -0.5734E-02  0.2411E-02 -0.8599E-03
   5.000       2.390      0.4092E-01 -0.5474E-02  0.2655E-02 -0.1060E-02
   5.500       2.393      0.4499E-01 -0.5188E-02  0.2892E-02 -0.1281E-02
   6.000       2.396      0.4905E-01 -0.4876E-02  0.3121E-02 -0.1523E-02
   6.500       2.399      0.5311E-01 -0.4538E-02  0.3342E-02 -0.1784E-02
   7.000       2.402      0.5715E-01 -0.4176E-02  0.3555E-02 -0.2066E-02
   7.500       2.406      0.6118E-01 -0.3790E-02  0.3759E-02 -0.2368E-02
   8.000       2.410      0.6520E-01 -0.3379E-02  0.3953E-02 -0.2690E-02
   8.500       2.413      0.6920E-01 -0.2945E-02  0.4137E-02 -0.3031E-02
   9.000       2.417      0.7319E-01 -0.2488E-02  0.4311E-02 -0.3391E-02
   9.500       2.421      0.7716E-01 -0.2007E-02  0.4475E-02 -0.3771E-02
   10.00       2.425      0.8110E-01 -0.1505E-02  0.4627E-02 -0.4171E-02
   10.50       2.429      0.8503E-01 -0.9801E-03  0.4769E-02 -0.4589E-02
   11.00       2.433      0.8893E-01 -0.4337E-03  0.4900E-02 -0.5026E-02
   11.50       2.436      0.9281E-01  0.1339E-03  0.5019E-02 -0.5481E-02
   12.00       2.440      0.9665E-01  0.7224E-03  0.5127E-02 -0.5956E-02
   12.50       2.443      0.1005      0.1332E-02  0.5222E-02 -0.6448E-02
   13.00       2.447      0.1043      0.1961E-02  0.5306E-02 -0.6959E-02
   13.50       2.450      0.1080      0.2610E-02  0.5377E-02 -0.7488E-02
   14.00       2.453      0.1117      0.3279E-02  0.5436E-02 -0.8036E-02
   14.50       2.456      0.1154      0.3967E-02  0.5482E-02 -0.8601E-02
   15.00       2.458      0.1190      0.4674E-02  0.5515E-02 -0.9183E-02
   15.50       2.460      0.1226      0.5400E-02  0.5535E-02 -0.9784E-02
   16.00       2.462      0.1262      0.6144E-02  0.5542E-02 -0.1040E-01
   16.50       2.463      0.1297      0.6906E-02  0.5535E-02 -0.1104E-01
   17.00       2.464      0.1331      0.7686E-02  0.5514E-02 -0.1169E-01
   17.50       2.464      0.1365      0.8483E-02  0.5478E-02 -0.1236E-01
   18.00       2.464      0.1399      0.9297E-02  0.5428E-02 -0.1305E-01
   18.50       2.463      0.1432      0.1013E-01  0.5364E-02 -0.1375E-01
   19.00       2.462      0.1465      0.1098E-01  0.5284E-02 -0.1447E-01
   19.50       2.461      0.1497      0.1184E-01  0.5188E-02 -0.1521E-01
   20.00       2.458      0.1528      0.1272E-01  0.5076E-02 -0.1597E-01
   20.50       2.455      0.1559      0.1361E-01  0.4948E-02 -0.1674E-01
   21.00       2.452      0.1589      0.1452E-01  0.4804E-02 -0.1753E-01
   21.50       2.447      0.1619      0.1545E-01  0.4642E-02 -0.1834E-01
   22.00       2.442      0.1648      0.1639E-01  0.4462E-02 -0.1916E-01
   22.50       2.437      0.1677      0.1734E-01  0.4264E-02 -0.2000E-01
   23.00       2.430      0.1705      0.1830E-01  0.4048E-02 -0.2085E-01
   23.50       2.423      0.1732      0.1928E-01  0.3812E-02 -0.2173E-01
   24.00       2.415      0.1759      0.2028E-01  0.3557E-02 -0.2262E-01
   24.50       2.406      0.1785      0.2128E-01  0.3282E-02 -0.2352E-01
   25.00       2.396      0.1811      0.2230E-01  0.2986E-02 -0.2445E-01
   25.50       2.386      0.1836      0.2332E-01  0.2670E-02 -0.2538E-01
   26.00       2.375      0.1861      0.2436E-01  0.2331E-02 -0.2634E-01
   26.50       2.362      0.1885      0.2541E-01  0.1970E-02 -0.2731E-01
   27.00       2.349      0.1908      0.2647E-01  0.1586E-02 -0.2830E-01
   27.50       2.336      0.1931      0.2754E-01  0.1179E-02 -0.2931E-01
   28.00       2.321      0.1953      0.2862E-01  0.7475E-03 -0.3033E-01
   28.50       2.305      0.1975      0.2971E-01  0.2916E-03 -0.3137E-01
   29.00       2.289      0.1996      0.3080E-01 -0.1897E-03 -0.3243E-01
   29.50       2.271      0.2016      0.3191E-01 -0.6967E-03 -0.3350E-01
   30.00       2.253      0.2036      0.3302E-01 -0.1230E-02 -0.3459E-01
   30.50       2.234      0.2055      0.3414E-01 -0.1791E-02 -0.3570E-01
   31.00       2.214      0.2074      0.3527E-01 -0.2380E-02 -0.3683E-01
   31.50       2.193      0.2092      0.3641E-01 -0.2997E-02 -0.3797E-01
   32.00       2.172      0.2110      0.3755E-01 -0.3644E-02 -0.3913E-01
   32.50       2.149      0.2127      0.3870E-01 -0.4320E-02 -0.4031E-01
   33.00       2.126      0.2144      0.3985E-01 -0.5027E-02 -0.4151E-01
   33.50       2.102      0.2160      0.4101E-01 -0.5765E-02 -0.4272E-01
   34.00       2.077      0.2175      0.4218E-01 -0.6536E-02 -0.4395E-01
   34.50       2.052      0.2190      0.4335E-01 -0.7339E-02 -0.4520E-01
   35.00       2.025      0.2205      0.4452E-01 -0.8176E-02 -0.4647E-01
   35.50       1.998      0.2219      0.4570E-01 -0.9048E-02 -0.4775E-01
   36.00       1.971      0.2232      0.4688E-01 -0.9955E-02 -0.4905E-01
   36.50       1.942      0.2245      0.4807E-01 -0.1090E-01 -0.5038E-01
   37.00       1.913      0.2258      0.4926E-01 -0.1188E-01 -0.5172E-01
   37.50       1.884      0.2270      0.5045E-01 -0.1290E-01 -0.5308E-01
   38.00       1.854      0.2281      0.5165E-01 -0.1395E-01 -0.5445E-01
   38.50       1.823      0.2292      0.5284E-01 -0.1505E-01 -0.5585E-01
   39.00       1.792      0.2303      0.5404E-01 -0.1619E-01 -0.5726E-01
   39.50       1.760      0.2313      0.5524E-01 -0.1736E-01 -0.5870E-01
   40.00       1.728      0.2322      0.5644E-01 -0.1858E-01 -0.6015E-01
   40.50       1.696      0.2331      0.5765E-01 -0.1985E-01 -0.6163E-01
   41.00       1.663      0.2340      0.5885E-01 -0.2116E-01 -0.6312E-01
   41.50       1.629      0.2348      0.6005E-01 -0.2251E-01 -0.6463E-01
   42.00       1.596      0.2355      0.6125E-01 -0.2391E-01 -0.6616E-01
   42.50       1.562      0.2362      0.6245E-01 -0.2536E-01 -0.6771E-01
   43.00       1.528      0.2369      0.6364E-01 -0.2685E-01 -0.6929E-01
   43.50       1.493      0.2375      0.6484E-01 -0.2840E-01 -0.7088E-01
   44.00       1.459      0.2381      0.6603E-01 -0.3000E-01 -0.7249E-01
   44.50       1.424      0.2386      0.6722E-01 -0.3164E-01 -0.7412E-01
   45.00       1.390      0.2390      0.6840E-01 -0.3335E-01 -0.7578E-01
   45.50       1.355      0.2394      0.6958E-01 -0.3510E-01 -0.7745E-01
   46.00       1.320      0.2398      0.7075E-01 -0.3691E-01 -0.7915E-01
   46.50       1.286      0.2401      0.7191E-01 -0.3878E-01 -0.8087E-01
   47.00       1.251      0.2403      0.7307E-01 -0.4071E-01 -0.8261E-01
   47.50       1.217      0.2405      0.7422E-01 -0.4269E-01 -0.8437E-01
   48.00       1.182      0.2406      0.7536E-01 -0.4474E-01 -0.8616E-01
   48.50       1.148      0.2407      0.7649E-01 -0.4685E-01 -0.8797E-01
   49.00       1.114      0.2407      0.7761E-01 -0.4902E-01 -0.8980E-01
   49.50       1.080      0.2406      0.7872E-01 -0.5126E-01 -0.9166E-01
   50.00       1.047      0.2405      0.7981E-01 -0.5356E-01 -0.9354E-01
   50.50       1.014      0.2403      0.8089E-01 -0.5593E-01 -0.9544E-01
   51.00      0.9809      0.2401      0.8196E-01 -0.5837E-01 -0.9737E-01
   51.50      0.9485      0.2398      0.8301E-01 -0.6089E-01 -0.9933E-01
   52.00      0.9164      0.2394      0.8404E-01 -0.6347E-01 -0.1013    
   52.50      0.8847      0.2389      0.8506E-01 -0.6613E-01 -0.1033    
   53.00      0.8535      0.2384      0.8605E-01 -0.6887E-01 -0.1054    
   53.50      0.8228      0.2378      0.8702E-01 -0.7168E-01 -0.1074    
   54.00      0.7925      0.2371      0.8797E-01 -0.7457E-01 -0.1095    
   54.50      0.7628      0.2363      0.8890E-01 -0.7755E-01 -0.1116    
   55.00      0.7336      0.2354      0.8980E-01 -0.8060E-01 -0.1138    
   55.50      0.7049      0.2344      0.9067E-01 -0.8375E-01 -0.1160    
   56.00      0.6768      0.2333      0.9151E-01 -0.8697E-01 -0.1182    
   56.50      0.6494      0.2321      0.9232E-01 -0.9029E-01 -0.1204    
   57.00      0.6225      0.2308      0.9309E-01 -0.9370E-01 -0.1227    
   57.50      0.5962      0.2293      0.9383E-01 -0.9720E-01 -0.1250    
   58.00      0.5705      0.2278      0.9454E-01 -0.1008     -0.1274    
   58.50      0.5455      0.2261      0.9520E-01 -0.1045     -0.1298    
   59.00      0.5212      0.2242      0.9582E-01 -0.1083     -0.1322    
   59.50      0.4974      0.2222      0.9640E-01 -0.1122     -0.1346    
   60.00      0.4744      0.2200      0.9692E-01 -0.1161     -0.1371    
   60.50      0.4520      0.2177      0.9740E-01 -0.1202     -0.1396    
   61.00      0.4303      0.2152      0.9782E-01 -0.1244     -0.1422    
   61.50      0.4092      0.2125      0.9819E-01 -0.1287     -0.1448    
   62.00      0.3888      0.2095      0.9849E-01 -0.1331     -0.1474    
   62.50      0.3691      0.2063      0.9873E-01 -0.1376     -0.1500    
   63.00      0.3501      0.2029      0.9891E-01 -0.1421     -0.1527    
   63.50      0.3318      0.1993      0.9901E-01 -0.1468     -0.1554    
   64.00      0.3141      0.1953      0.9903E-01 -0.1516     -0.1582    
   64.50      0.2970      0.1911      0.9898E-01 -0.1565     -0.1609    
   65.00      0.2807      0.1865      0.9883E-01 -0.1614     -0.1637    
   65.50      0.2650      0.1816      0.9860E-01 -0.1665     -0.1665    
   66.00      0.2499      0.1763      0.9827E-01 -0.1715     -0.1693    
   66.50      0.2355      0.1706      0.9784E-01 -0.1767     -0.1721    
   67.00      0.2217      0.1645      0.9731E-01 -0.1819     -0.1748    
   67.50      0.2085      0.1580      0.9666E-01 -0.1871     -0.1776    
   68.00      0.1959      0.1510      0.9589E-01 -0.1924     -0.1803    
   68.50      0.1840      0.1435      0.9499E-01 -0.1976     -0.1830    
   69.00      0.1726      0.1354      0.9397E-01 -0.2028     -0.1856    
   69.50      0.1618      0.1268      0.9281E-01 -0.2079     -0.1882    
   70.00      0.1516      0.1175      0.9150E-01 -0.2128     -0.1906    
   70.50      0.1419      0.1077      0.9005E-01 -0.2177     -0.1929    
   71.00      0.1328      0.9713E-01  0.8845E-01 -0.2223     -0.1950    
   71.50      0.1242      0.8591E-01  0.8669E-01 -0.2266     -0.1969    
   72.00      0.1161      0.7399E-01  0.8478E-01 -0.2305     -0.1985    
   72.50      0.1085      0.6136E-01  0.8271E-01 -0.2341     -0.1999    
   73.00      0.1014      0.4800E-01  0.8048E-01 -0.2371     -0.2009    
   73.50      0.9478E-01  0.3394E-01  0.7810E-01 -0.2395     -0.2016    
   74.00      0.8861E-01  0.1919E-01  0.7558E-01 -0.2412     -0.2018    
   74.50      0.8288E-01  0.3792E-02  0.7293E-01 -0.2420     -0.2014    
   75.00      0.7757E-01 -0.1218E-01  0.7017E-01 -0.2418     -0.2005    
   75.50      0.7268E-01 -0.2865E-01  0.6731E-01 -0.2405     -0.1989    
   76.00      0.6818E-01 -0.4548E-01  0.6440E-01 -0.2379     -0.1966    
   76.50      0.6406E-01 -0.6254E-01  0.6146E-01 -0.2340     -0.1935    
   77.00      0.6031E-01 -0.7962E-01  0.5854E-01 -0.2286     -0.1896    
   77.50      0.5690E-01 -0.9653E-01  0.5568E-01 -0.2215     -0.1848    
   78.00      0.5383E-01 -0.1130      0.5294E-01 -0.2128     -0.1790    
   78.50      0.5108E-01 -0.1288      0.5037E-01 -0.2023     -0.1723    
   79.00      0.4863E-01 -0.1435      0.4805E-01 -0.1901     -0.1647    
   79.50      0.4646E-01 -0.1570      0.4601E-01 -0.1762     -0.1562    
   80.00      0.4458E-01 -0.1689      0.4433E-01 -0.1607     -0.1469    
   80.50      0.4295E-01 -0.1789      0.4306E-01 -0.1438     -0.1369    
   81.00      0.4156E-01 -0.1867      0.4223E-01 -0.1256     -0.1263    
   81.50      0.4041E-01 -0.1923      0.4188E-01 -0.1065     -0.1153    
   82.00      0.3947E-01 -0.1955      0.4201E-01 -0.8674E-01 -0.1040    
   82.50      0.3874E-01 -0.1962      0.4264E-01 -0.6660E-01 -0.9263E-01
   83.00      0.3819E-01 -0.1945      0.4374E-01 -0.4644E-01 -0.8136E-01
   83.50      0.3783E-01 -0.1905      0.4528E-01 -0.2658E-01 -0.7035E-01
   84.00      0.3762E-01 -0.1842      0.4722E-01 -0.7310E-02 -0.5977E-01
   84.50      0.3757E-01 -0.1759      0.4952E-01  0.1111E-01 -0.4973E-01
   85.00      0.3766E-01 -0.1659      0.5210E-01  0.2846E-01 -0.4035E-01
   85.50      0.3788E-01 -0.1545      0.5492E-01  0.4457E-01 -0.3171E-01
   86.00      0.3821E-01 -0.1418      0.5790E-01  0.5932E-01 -0.2385E-01
   86.50      0.3866E-01 -0.1283      0.6099E-01  0.7265E-01 -0.1680E-01
   87.00      0.3920E-01 -0.1140      0.6414E-01  0.8452E-01 -0.1056E-01
   87.50      0.3982E-01 -0.9935E-01  0.6730E-01  0.9494E-01 -0.5122E-02
   88.00      0.4052E-01 -0.8447E-01  0.7041E-01  0.1040     -0.4437E-03
   88.50      0.4129E-01 -0.6955E-01  0.7346E-01  0.1116      0.3514E-02
   89.00      0.4212E-01 -0.5476E-01  0.7640E-01  0.1180      0.6801E-02
   89.50      0.4300E-01 -0.4021E-01  0.7922E-01  0.1232      0.9473E-02
   90.00      0.4392E-01 -0.2600E-01  0.8190E-01  0.1274      0.1159E-01
   90.50      0.4488E-01 -0.1222E-01  0.8442E-01  0.1305      0.1320E-01
   91.00      0.4586E-01  0.1087E-02  0.8677E-01  0.1327      0.1436E-01
   91.50      0.4687E-01  0.1387E-01  0.8895E-01  0.1342      0.1512E-01
   92.00      0.4788E-01  0.2611E-01  0.9096E-01  0.1349      0.1554E-01
   92.50      0.4891E-01  0.3779E-01  0.9279E-01  0.1350      0.1565E-01
   93.00      0.4994E-01  0.4891E-01  0.9445E-01  0.1345      0.1551E-01
   93.50      0.5097E-01  0.5948E-01  0.9594E-01  0.1336      0.1513E-01
   94.00      0.5199E-01  0.6950E-01  0.9726E-01  0.1322      0.1457E-01
   94.50      0.5300E-01  0.7898E-01  0.9841E-01  0.1304      0.1384E-01
   95.00      0.5399E-01  0.8794E-01  0.9941E-01  0.1283      0.1297E-01
   95.50      0.5496E-01  0.9641E-01  0.1003      0.1260      0.1199E-01
   96.00      0.5591E-01  0.1044      0.1009      0.1234      0.1091E-01
   96.50      0.5683E-01  0.1119      0.1015      0.1206      0.9758E-02
   97.00      0.5772E-01  0.1190      0.1019      0.1176      0.8545E-02
   97.50      0.5857E-01  0.1257      0.1022      0.1145      0.7283E-02
   98.00      0.5939E-01  0.1320      0.1023      0.1113      0.5986E-02
   98.50      0.6017E-01  0.1379      0.1024      0.1079      0.4662E-02
   99.00      0.6092E-01  0.1435      0.1023      0.1045      0.3322E-02
   99.50      0.6161E-01  0.1487      0.1020      0.1011      0.1971E-02
   100.0      0.6227E-01  0.1537      0.1017      0.9756E-01  0.6172E-03
   100.5      0.6288E-01  0.1583      0.1013      0.9402E-01 -0.7341E-03
