   91.00      0.2781     -0.6147E-02 -0.5999E-01 -0.7002E-01 -0.5518E-01
   91.50      0.2677     -0.7665E-02 -0.6482E-01 -0.7063E-01 -0.5582E-01
   92.00      0.2576     -0.9305E-02 -0.6983E-01 -0.7123E-01 -0.5649E-01
   92.50      0.2477     -0.1107E-01 -0.7501E-01 -0.7180E-01 -0.5720E-01
   93.00      0.2380     -0.1297E-01 -0.8038E-01 -0.7234E-01 -0.5794E-01
   93.50      0.2286     -0.1500E-01 -0.8593E-01 -0.7285E-01 -0.5872E-01
   94.00      0.2193     -0.1718E-01 -0.9168E-01 -0.7333E-01 -0.5955E-01
   94.50      0.2103     -0.1950E-01 -0.9762E-01 -0.7377E-01 -0.6041E-01
   95.00      0.2015     -0.2197E-01 -0.1038     -0.7417E-01 -0.6131E-01
   95.50      0.1930     -0.2459E-01 -0.1101     -0.7452E-01 -0.6226E-01
   96.00      0.1846     -0.2738E-01 -0.1167     -0.7482E-01 -0.6325E-01
   96.50      0.1765     -0.3033E-01 -0.1234     -0.7505E-01 -0.6428E-01
   97.00      0.1686     -0.3346E-01 -0.1304     -0.7522E-01 -0.6536E-01
   97.50      0.1610     -0.3677E-01 -0.1376     -0.7532E-01 -0.6649E-01
   98.00      0.1536     -0.4026E-01 -0.1450     -0.7533E-01 -0.6767E-01
   98.50      0.1464     -0.4394E-01 -0.1527     -0.7526E-01 -0.6889E-01
   99.00      0.1395     -0.4782E-01 -0.1605     -0.7510E-01 -0.7016E-01
   99.50      0.1328     -0.5191E-01 -0.1685     -0.7483E-01 -0.7149E-01
   100.0      0.1263     -0.5621E-01 -0.1767     -0.7445E-01 -0.7286E-01
   100.5      0.1201     -0.6072E-01 -0.1851     -0.7395E-01 -0.7427E-01
   101.0      0.1141     -0.6545E-01 -0.1937     -0.7332E-01 -0.7573E-01
   101.5      0.1084     -0.7040E-01 -0.2024     -0.7255E-01 -0.7724E-01
   102.0      0.1029     -0.7557E-01 -0.2112     -0.7163E-01 -0.7878E-01
   102.5      0.9764E-01 -0.8096E-01 -0.2200     -0.7055E-01 -0.8036E-01
   103.0      0.9261E-01 -0.8657E-01 -0.2290     -0.6930E-01 -0.8196E-01
   103.5      0.8783E-01 -0.9239E-01 -0.2379     -0.6788E-01 -0.8358E-01
   104.0      0.8327E-01 -0.9841E-01 -0.2468     -0.6627E-01 -0.8522E-01
   104.5      0.7896E-01 -0.1046     -0.2555     -0.6447E-01 -0.8685E-01
   105.0      0.7487E-01 -0.1110     -0.2640     -0.6248E-01 -0.8847E-01
   105.5      0.7101E-01 -0.1175     -0.2723     -0.6028E-01 -0.9006E-01
   106.0      0.6738E-01 -0.1241     -0.2801     -0.5788E-01 -0.9160E-01
   106.5      0.6397E-01 -0.1307     -0.2875     -0.5529E-01 -0.9307E-01
   107.0      0.6078E-01 -0.1373     -0.2942     -0.5250E-01 -0.9445E-01
   107.5      0.5781E-01 -0.1439     -0.3001     -0.4954E-01 -0.9571E-01
   108.0      0.5506E-01 -0.1504     -0.3052     -0.4642E-01 -0.9682E-01
   108.5      0.5252E-01 -0.1566     -0.3092     -0.4317E-01 -0.9775E-01
   109.0      0.5018E-01 -0.1625     -0.3120     -0.3981E-01 -0.9846E-01
   109.5      0.4805E-01 -0.1680     -0.3135     -0.3639E-01 -0.9894E-01
   110.0      0.4611E-01 -0.1729     -0.3134     -0.3295E-01 -0.9913E-01
   110.5      0.4437E-01 -0.1773     -0.3118     -0.2955E-01 -0.9903E-01
   111.0      0.4283E-01 -0.1809     -0.3084     -0.2624E-01 -0.9860E-01
   111.5      0.4146E-01 -0.1837     -0.3033     -0.2309E-01 -0.9781E-01
   112.0      0.4028E-01 -0.1856     -0.2963     -0.2016E-01 -0.9667E-01
   112.5      0.3927E-01 -0.1865     -0.2876     -0.1752E-01 -0.9516E-01
   113.0      0.3843E-01 -0.1864     -0.2771     -0.1522E-01 -0.9328E-01
   113.5      0.3776E-01 -0.1852     -0.2649     -0.1333E-01 -0.9106E-01
   114.0      0.3725E-01 -0.1829     -0.2513     -0.1189E-01 -0.8851E-01
   114.5      0.3689E-01 -0.1796     -0.2364     -0.1094E-01 -0.8566E-01
   115.0      0.3669E-01 -0.1753     -0.2203     -0.1049E-01 -0.8256E-01
   115.5      0.3662E-01 -0.1701     -0.2035     -0.1057E-01 -0.7925E-01
   116.0      0.3670E-01 -0.1640     -0.1861     -0.1116E-01 -0.7578E-01
   116.5      0.3691E-01 -0.1573     -0.1684     -0.1226E-01 -0.7220E-01
   117.0      0.3725E-01 -0.1500     -0.1506     -0.1383E-01 -0.6856E-01
   117.5      0.3771E-01 -0.1422     -0.1330     -0.1584E-01 -0.6490E-01
   118.0      0.3829E-01 -0.1341     -0.1158     -0.1825E-01 -0.6127E-01
   118.5      0.3898E-01 -0.1258     -0.9919E-01 -0.2101E-01 -0.5771E-01
   119.0      0.3977E-01 -0.1174     -0.8326E-01 -0.2407E-01 -0.5426E-01
   119.5      0.4067E-01 -0.1090     -0.6817E-01 -0.2738E-01 -0.5093E-01
   120.0      0.4166E-01 -0.1006     -0.5399E-01 -0.3089E-01 -0.4775E-01
   120.5      0.4274E-01 -0.9245E-01 -0.4078E-01 -0.3456E-01 -0.4473E-01
   121.0      0.4391E-01 -0.8447E-01 -0.2857E-01 -0.3834E-01 -0.4189E-01
   121.5      0.4516E-01 -0.7676E-01 -0.1738E-01 -0.4219E-01 -0.3922E-01
   122.0      0.4649E-01 -0.6933E-01 -0.7189E-02 -0.4608E-01 -0.3674E-01
   122.5      0.4788E-01 -0.6223E-01  0.2017E-02 -0.4998E-01 -0.3443E-01
   123.0      0.4935E-01 -0.5547E-01  0.1027E-01 -0.5386E-01 -0.3231E-01
   123.5      0.5087E-01 -0.4905E-01  0.1762E-01 -0.5771E-01 -0.3035E-01
   124.0      0.5245E-01 -0.4297E-01  0.2411E-01 -0.6149E-01 -0.2855E-01
   124.5      0.5409E-01 -0.3724E-01  0.2978E-01 -0.6521E-01 -0.2691E-01
   125.0      0.5577E-01 -0.3185E-01  0.3469E-01 -0.6884E-01 -0.2541E-01
   125.5      0.5750E-01 -0.2679E-01  0.3889E-01 -0.7238E-01 -0.2405E-01
   126.0      0.5927E-01 -0.2204E-01  0.4243E-01 -0.7582E-01 -0.2281E-01
   126.5      0.6107E-01 -0.1760E-01  0.4537E-01 -0.7915E-01 -0.2170E-01
   127.0      0.6291E-01 -0.1344E-01  0.4774E-01 -0.8237E-01 -0.2069E-01
   127.5      0.6478E-01 -0.9559E-02  0.4959E-01 -0.8548E-01 -0.1978E-01
   128.0      0.6668E-01 -0.5936E-02  0.5097E-01 -0.8847E-01 -0.1896E-01
   128.5      0.6860E-01 -0.2556E-02  0.5190E-01 -0.9135E-01 -0.1823E-01
   129.0      0.7054E-01  0.5954E-03  0.5244E-01 -0.9412E-01 -0.1757E-01
   129.5      0.7250E-01  0.3532E-02  0.5262E-01 -0.9677E-01 -0.1698E-01
   130.0      0.7447E-01  0.6269E-02  0.5245E-01 -0.9931E-01 -0.1646E-01
   130.5      0.7646E-01  0.8818E-02  0.5199E-01 -0.1017     -0.1600E-01
   131.0      0.7845E-01  0.1119E-01  0.5124E-01 -0.1040     -0.1559E-01
   131.5      0.8046E-01  0.1340E-01  0.5023E-01 -0.1062     -0.1523E-01
   132.0      0.8247E-01  0.1546E-01  0.4900E-01 -0.1083     -0.1491E-01
   132.5      0.8449E-01  0.1738E-01  0.4755E-01 -0.1103     -0.1463E-01
   133.0      0.8651E-01  0.1917E-01  0.4591E-01 -0.1122     -0.1439E-01
   133.5      0.8853E-01  0.2083E-01  0.4409E-01 -0.1140     -0.1418E-01
   134.0      0.9055E-01  0.2238E-01  0.4211E-01 -0.1157     -0.1399E-01
   134.5      0.9257E-01  0.2382E-01  0.3999E-01 -0.1173     -0.1384E-01
   135.0      0.9459E-01  0.2516E-01  0.3773E-01 -0.1188     -0.1371E-01
   135.5      0.9660E-01  0.2641E-01  0.3535E-01 -0.1201     -0.1360E-01
   136.0      0.9861E-01  0.2757E-01  0.3287E-01 -0.1214     -0.1351E-01
   136.5      0.1006      0.2865E-01  0.3028E-01 -0.1226     -0.1343E-01
   137.0      0.1026      0.2965E-01  0.2761E-01 -0.1238     -0.1337E-01
   137.5      0.1046      0.3058E-01  0.2486E-01 -0.1248     -0.1332E-01
   138.0      0.1066      0.3145E-01  0.2204E-01 -0.1257     -0.1329E-01
   138.5      0.1086      0.3225E-01  0.1916E-01 -0.1266     -0.1326E-01
   139.0      0.1105      0.3299E-01  0.1622E-01 -0.1273     -0.1324E-01
   139.5      0.1125      0.3367E-01  0.1324E-01 -0.1280     -0.1323E-01
   140.0      0.1145      0.3430E-01  0.1021E-01 -0.1286     -0.1322E-01
   140.5      0.1164      0.3488E-01  0.7155E-02 -0.1291     -0.1321E-01
   141.0      0.1183      0.3541E-01  0.4069E-02 -0.1295     -0.1321E-01
   141.5      0.1203      0.3589E-01  0.9595E-03 -0.1299     -0.1321E-01
   142.0      0.1222      0.3633E-01 -0.2167E-02 -0.1302     -0.1321E-01
   142.5      0.1241      0.3673E-01 -0.5305E-02 -0.1304     -0.1321E-01
   143.0      0.1260      0.3708E-01 -0.8450E-02 -0.1305     -0.1320E-01
   143.5      0.1279      0.3740E-01 -0.1160E-01 -0.1305     -0.1320E-01
   144.0      0.1298      0.3767E-01 -0.1474E-01 -0.1305     -0.1318E-01
   144.5      0.1317      0.3792E-01 -0.1788E-01 -0.1304     -0.1317E-01
   145.0      0.1336      0.3812E-01 -0.2101E-01 -0.1302     -0.1314E-01
   145.5      0.1355      0.3829E-01 -0.2413E-01 -0.1300     -0.1311E-01
   146.0      0.1373      0.3843E-01 -0.2722E-01 -0.1296     -0.1307E-01
   146.5      0.1392      0.3854E-01 -0.3030E-01 -0.1292     -0.1303E-01
